id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,target
1528,Male,Loyal Customer,67,Personal Travel,Eco,2390,4,5,4,4,3,4,3,3,5,5,4,3,5,3,0,30,0
1529,Male,Loyal Customer,33,Business travel,Eco,2423,4,4,4,4,4,4,4,4,5,4,4,1,2,4,0,2,1
1530,Female,disloyal Customer,34,Business travel,Eco,1835,2,0,2,1,2,2,2,2,3,4,4,2,5,2,0,0,0
1531,Female,Loyal Customer,52,Business travel,Eco Plus,1011,1,2,2,2,4,2,1,1,1,1,1,1,1,3,17,23,0
1532,Male,Loyal Customer,53,Business travel,Business,2010,2,2,4,2,4,4,3,5,5,4,5,5,5,3,0,0,1
1533,Male,Loyal Customer,50,Business travel,Business,2568,5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,0,1
1534,Male,Loyal Customer,31,Business travel,Business,4617,1,4,4,4,1,2,1,1,3,5,4,1,3,1,68,56,0
1535,Male,disloyal Customer,22,Business travel,Business,2906,5,1,5,3,2,5,2,2,5,2,4,5,4,2,0,25,1
1536,Male,Loyal Customer,19,Personal Travel,Eco,1686,3,5,3,3,2,3,4,2,4,3,5,4,5,2,0,0,0
1537,Male,Loyal Customer,18,Personal Travel,Eco,2037,3,2,3,3,2,3,4,2,1,5,3,2,2,2,10,13,0
1538,Male,Loyal Customer,41,Business travel,Business,4350,1,1,1,1,3,3,3,3,3,5,4,3,5,3,142,137,1
1539,Male,Loyal Customer,66,Personal Travel,Business,1764,1,4,1,3,3,2,4,4,4,1,4,3,4,3,0,14,0
1540,Female,disloyal Customer,20,Business travel,Eco,2316,5,5,5,2,5,4,5,5,4,2,4,4,5,5,18,16,1
1541,Male,disloyal Customer,26,Business travel,Business,2408,4,4,4,4,2,4,1,2,3,2,4,4,4,2,0,0,1
1542,Male,Loyal Customer,43,Personal Travel,Eco,1195,1,4,1,4,2,1,5,2,2,2,3,3,4,2,0,0,0
1543,Male,Loyal Customer,51,Business travel,Business,776,1,1,1,1,5,5,5,5,5,5,5,4,5,5,7,0,1
1544,Male,disloyal Customer,21,Business travel,Business,1684,5,0,5,1,2,5,2,2,5,4,5,3,4,2,0,0,1
1545,Female,Loyal Customer,67,Personal Travel,Eco,965,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0,1
1546,Male,Loyal Customer,55,Business travel,Business,3946,2,2,4,2,4,5,4,4,4,4,4,3,4,3,0,0,1
1547,Female,Loyal Customer,43,Business travel,Business,283,0,0,0,4,4,4,5,3,3,2,2,4,3,4,20,15,1
1548,Female,disloyal Customer,23,Business travel,Eco,2763,2,1,1,4,2,2,4,2,3,2,4,3,5,2,6,0,0
1549,Male,Loyal Customer,55,Business travel,Business,2799,3,3,3,3,2,2,3,3,3,3,3,4,3,4,11,0,0
1550,Male,Loyal Customer,63,Personal Travel,Eco,1740,2,4,2,2,5,2,5,5,4,2,5,4,4,5,10,0,0
1551,Male,Loyal Customer,23,Personal Travel,Eco,2599,1,3,0,3,2,0,1,2,4,2,4,4,3,2,0,0,0
1552,Female,Loyal Customer,47,Business travel,Eco,80,4,1,1,1,3,1,3,4,4,4,4,4,4,3,0,0,1
1553,Male,Loyal Customer,47,Business travel,Business,92,2,2,2,2,3,4,4,4,4,4,5,3,4,4,71,66,1
1554,Male,Loyal Customer,60,Personal Travel,Eco,2175,4,0,4,3,3,4,3,3,3,4,4,3,4,3,47,36,0
1555,Male,Loyal Customer,47,Personal Travel,Eco,1952,2,4,1,3,3,1,3,3,5,3,4,4,4,3,0,0,0
1556,Female,Loyal Customer,37,Personal Travel,Eco Plus,1449,1,1,5,1,5,4,2,5,5,5,5,1,5,4,1,12,1
1557,Male,Loyal Customer,27,Personal Travel,Eco,2364,2,2,2,3,3,2,3,3,4,5,4,4,3,3,0,0,0
1558,Female,disloyal Customer,36,Business travel,Eco,1736,2,4,3,4,5,3,5,5,4,2,3,1,4,5,0,0,0
1559,Male,Loyal Customer,43,Business travel,Eco,1498,4,3,3,3,4,4,4,4,5,5,5,5,4,4,42,68,1
1560,Female,Loyal Customer,42,Personal Travel,Eco,74,5,5,2,5,2,4,5,5,5,5,5,4,5,3,28,22,1
1561,Female,Loyal Customer,55,Personal Travel,Eco,672,3,3,3,3,2,4,5,5,5,5,5,5,5,5,0,0,1
1562,Female,Loyal Customer,31,Business travel,Business,3728,2,2,2,2,4,4,4,4,5,5,4,5,5,4,0,0,1
1563,Female,Loyal Customer,69,Personal Travel,Eco Plus,287,4,4,4,3,4,5,4,5,5,4,5,3,5,3,20,2,1
1564,Female,Loyal Customer,39,Business travel,Business,2005,2,3,3,3,4,3,3,2,2,2,2,1,2,3,0,0,0
1565,Female,Loyal Customer,48,Business travel,Eco,534,4,1,1,1,4,4,3,4,4,4,4,4,4,3,0,0,0
1566,Female,Loyal Customer,70,Business travel,Business,1824,3,5,5,5,5,4,3,5,5,4,3,4,5,3,0,12,0
1567,Female,Loyal Customer,46,Business travel,Eco,569,4,1,1,1,1,3,2,5,5,4,5,1,5,3,43,31,1
1568,Male,Loyal Customer,11,Personal Travel,Eco,1803,4,5,3,2,2,3,2,2,3,4,4,4,5,2,30,48,0
1569,Male,Loyal Customer,57,Business travel,Business,2457,1,1,1,1,4,4,5,5,5,5,5,5,5,5,88,119,1
1570,Male,Loyal Customer,48,Business travel,Eco Plus,1854,4,1,3,1,5,4,5,5,1,5,5,5,2,5,0,0,1
1571,Male,disloyal Customer,11,Business travel,Eco,3581,3,3,3,4,4,3,4,4,2,2,4,2,4,4,8,0,0
1572,Male,Loyal Customer,42,Business travel,Business,3406,5,5,2,5,4,5,4,5,5,5,5,5,5,3,0,0,1
1573,Male,Loyal Customer,65,Personal Travel,Eco Plus,1910,2,2,3,3,5,3,5,5,2,4,4,3,3,5,0,0,0
1574,Female,disloyal Customer,37,Business travel,Eco Plus,1294,2,2,2,2,4,2,4,4,2,2,2,3,3,4,0,0,0
1575,Male,Loyal Customer,45,Business travel,Business,1450,4,4,4,4,3,4,4,5,5,5,5,5,5,3,0,4,1
1576,Male,Loyal Customer,14,Business travel,Business,2023,3,1,1,1,3,4,3,3,2,5,4,4,4,3,13,0,0
1577,Male,Loyal Customer,40,Business travel,Business,3909,5,5,5,5,2,4,4,5,5,5,5,5,5,4,7,1,1
1578,Female,Loyal Customer,54,Business travel,Business,504,1,1,2,1,5,4,4,2,2,2,2,4,2,3,0,0,1
1579,Male,Loyal Customer,56,Business travel,Eco Plus,1590,2,5,5,5,2,2,2,2,4,5,4,4,4,2,28,21,0
1580,Female,Loyal Customer,40,Business travel,Eco,3014,1,2,2,2,1,1,1,4,5,3,3,1,4,1,189,171,0
1581,Male,Loyal Customer,35,Personal Travel,Eco,1283,5,4,0,3,2,0,2,2,1,1,3,3,3,2,0,0,1
1582,Male,Loyal Customer,61,Business travel,Eco,2356,4,2,2,2,4,4,4,4,1,5,5,1,3,4,25,22,1
1583,Female,disloyal Customer,49,Business travel,Business,2042,3,3,3,3,2,3,5,2,3,5,4,4,4,2,0,0,0
1584,Male,Loyal Customer,38,Business travel,Business,1661,1,3,3,3,4,4,3,3,3,3,1,2,3,1,0,0,0
1585,Female,disloyal Customer,41,Business travel,Business,1413,1,1,1,1,5,1,5,5,3,5,5,5,4,5,14,0,0
1586,Female,Loyal Customer,70,Personal Travel,Business,781,1,1,5,1,2,4,5,4,4,4,4,4,4,5,0,0,1
1587,Female,Loyal Customer,41,Business travel,Business,466,1,1,1,1,2,4,4,4,4,4,4,5,4,4,49,53,1
1588,Female,Loyal Customer,48,Business travel,Business,3897,2,2,2,2,2,4,5,2,2,2,2,5,2,5,123,96,1
1589,Female,Loyal Customer,55,Business travel,Eco,1085,3,2,2,2,1,3,3,3,3,3,3,4,3,3,0,0,0
1590,Male,Loyal Customer,35,Business travel,Eco Plus,1701,4,5,5,5,4,4,4,4,5,5,1,3,4,4,3,3,1
1591,Female,Loyal Customer,27,Personal Travel,Eco,2140,3,3,3,3,2,3,4,4,4,4,4,4,4,5,30,24,1
1592,Male,disloyal Customer,65,Business travel,Eco,1470,3,0,3,5,4,3,4,4,5,1,3,5,3,4,35,45,0
1593,Male,Loyal Customer,54,Personal Travel,Eco Plus,2349,2,5,2,3,2,2,2,2,4,4,4,3,5,2,38,52,0
1594,Female,Loyal Customer,21,Personal Travel,Eco,1825,1,1,1,1,1,2,2,4,4,4,4,1,4,5,19,21,1
1595,Male,Loyal Customer,46,Business travel,Business,2394,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0,0,1
1596,Female,disloyal Customer,49,Business travel,Business,1550,3,3,3,2,4,3,2,4,3,5,4,4,5,4,0,0,0
1597,Female,disloyal Customer,34,Business travel,Eco,2235,3,3,3,3,5,3,5,5,3,2,3,1,3,5,0,0,0
1598,Male,Loyal Customer,56,Business travel,Business,1021,1,1,1,1,4,4,5,4,4,4,4,3,4,3,0,0,1
1599,Male,Loyal Customer,35,Business travel,Eco,2160,3,1,1,1,3,4,3,3,1,2,3,2,5,3,8,40,1
1600,Male,Loyal Customer,29,Business travel,Business,4814,5,5,5,5,4,4,4,4,5,5,4,4,4,4,78,73,1
1601,Female,Loyal Customer,59,Personal Travel,Eco,903,0,0,0,4,4,4,5,3,3,2,2,4,3,4,17,16,1
1602,Male,Loyal Customer,60,Business travel,Business,1017,2,2,2,2,5,4,5,4,4,4,4,4,4,4,32,17,1
1603,Male,Loyal Customer,66,Personal Travel,Eco,4247,2,4,2,3,2,2,2,2,5,3,4,2,3,2,0,0,0
1604,Female,Loyal Customer,47,Business travel,Business,3308,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0,1,1
1605,Female,Loyal Customer,66,Personal Travel,Eco,1511,5,2,2,2,4,5,3,5,5,5,5,2,5,5,0,0,1
1606,Male,disloyal Customer,49,Business travel,Business,3011,4,5,5,2,3,4,3,3,3,4,4,3,4,3,0,0,0
1607,Female,Loyal Customer,18,Personal Travel,Eco,2684,5,4,5,5,3,3,1,5,5,5,5,2,5,2,0,0,1
1608,Male,Loyal Customer,20,Business travel,Eco,1838,1,4,4,4,1,1,1,1,3,5,4,4,4,1,5,10,0
1609,Male,Loyal Customer,59,Business travel,Eco,1274,5,3,5,3,5,5,5,5,3,2,4,3,4,5,0,0,1
1610,Male,Loyal Customer,43,Business travel,Business,347,1,1,1,1,4,3,3,1,1,1,1,2,1,4,0,0,0
1611,Male,Loyal Customer,32,Personal Travel,Eco,1234,4,1,4,3,3,4,3,3,2,2,3,2,3,3,23,9,0
1612,Male,disloyal Customer,47,Business travel,Eco,2030,2,0,2,3,3,2,2,3,1,3,2,1,4,3,1,0,0
1613,Female,disloyal Customer,34,Business travel,Business,1819,2,2,2,4,2,2,4,2,5,5,5,3,4,2,0,0,0
1614,Female,Loyal Customer,43,Business travel,Business,3582,1,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0,1
1615,Male,Loyal Customer,42,Business travel,Eco Plus,2584,5,1,1,1,4,5,4,4,4,5,2,2,2,4,80,100,1
1616,Female,Loyal Customer,22,Business travel,Eco,1909,4,2,2,2,4,4,3,4,2,5,2,3,3,4,0,0,1
1617,Male,Loyal Customer,48,Personal Travel,Eco,2045,2,4,2,3,3,2,3,3,4,5,4,3,3,3,0,0,0
1618,Male,Loyal Customer,33,Business travel,Business,2950,3,4,4,4,1,1,3,1,2,1,3,2,3,1,30,27,0
1619,Female,Loyal Customer,43,Business travel,Eco,525,2,2,2,2,1,3,3,2,2,2,2,2,2,2,21,23,0
1620,Male,Loyal Customer,57,Business travel,Business,2127,2,2,2,2,2,4,5,5,5,5,5,4,5,3,0,0,1
1621,Female,disloyal Customer,75,Business travel,Eco,1756,3,1,3,4,3,3,3,3,4,1,3,4,4,3,26,23,0
1622,Male,Loyal Customer,58,Business travel,Business,3415,4,4,4,4,4,1,1,4,4,4,4,1,4,5,2,4,1
1623,Female,disloyal Customer,37,Business travel,Eco,1611,4,0,4,2,1,4,1,1,2,2,2,5,4,1,0,0,0
1624,Male,Loyal Customer,41,Business travel,Business,2855,4,4,4,4,4,5,4,5,5,5,5,4,5,4,0,2,1
1625,Male,Loyal Customer,59,Personal Travel,Eco,2054,3,2,3,3,3,3,3,3,3,5,3,3,4,3,0,1,0
1626,Male,Loyal Customer,52,Business travel,Business,254,1,3,3,3,3,3,4,1,1,1,1,4,1,4,1,0,0
1627,Female,Loyal Customer,55,Business travel,Business,2776,3,3,3,3,5,5,4,5,5,5,5,5,5,3,37,28,1
1628,Male,Loyal Customer,67,Personal Travel,Eco Plus,2913,2,4,2,4,1,2,1,1,4,5,5,4,5,1,4,0,0
1629,Female,disloyal Customer,21,Business travel,Eco,2625,2,2,2,4,1,2,1,1,5,3,4,3,4,1,0,0,1
1630,Female,Loyal Customer,39,Business travel,Business,3344,5,5,5,5,5,4,4,5,5,5,5,5,5,4,0,13,1
1631,Male,Loyal Customer,16,Business travel,Business,3847,3,4,5,4,3,3,3,3,1,3,4,3,3,3,0,0,0
1632,Male,Loyal Customer,41,Business travel,Business,3278,4,4,4,4,5,4,5,5,5,5,5,5,5,5,0,0,1
1633,Female,Loyal Customer,41,Business travel,Eco,2272,4,4,4,4,4,4,4,4,4,5,1,5,4,4,11,8,1
1634,Female,Loyal Customer,53,Business travel,Eco Plus,680,2,5,5,5,5,4,4,2,2,2,2,1,2,3,0,0,0
1635,Female,Loyal Customer,51,Business travel,Eco,813,5,5,5,5,4,3,3,5,5,5,5,5,5,4,8,3,1
1636,Female,disloyal Customer,23,Business travel,Business,1746,1,3,1,3,4,1,4,4,3,4,3,1,3,4,5,17,0
1637,Female,Loyal Customer,58,Business travel,Business,1923,2,3,3,3,5,4,4,2,2,2,2,3,2,2,7,0,0
1638,Female,Loyal Customer,49,Business travel,Business,75,4,4,4,4,2,4,5,4,4,4,4,5,4,4,0,0,1
1639,Female,Loyal Customer,55,Personal Travel,Eco,528,5,5,5,5,4,4,4,4,4,4,4,3,4,4,0,0,1
1640,Male,Loyal Customer,68,Personal Travel,Eco,1871,3,5,3,3,3,3,3,3,3,4,5,3,4,3,24,24,0
1641,Male,Loyal Customer,12,Personal Travel,Eco,2058,2,5,2,4,2,2,2,2,4,4,5,5,4,2,0,0,0
1642,Female,Loyal Customer,59,Business travel,Eco Plus,1272,3,1,1,1,2,1,1,3,3,3,3,3,3,3,14,4,0
1643,Male,Loyal Customer,57,Business travel,Business,2046,1,1,1,1,2,5,4,5,5,5,5,5,5,5,0,0,1
1644,Female,Loyal Customer,62,Personal Travel,Eco,674,2,2,2,2,3,4,4,4,4,4,4,4,4,4,2,0,1
1645,Female,disloyal Customer,24,Business travel,Eco,1983,1,4,1,4,1,1,1,1,5,3,4,3,4,1,0,0,0
1646,Female,Loyal Customer,14,Personal Travel,Eco,2516,1,1,1,1,4,5,4,4,4,4,4,5,4,4,45,41,1
1647,Female,Loyal Customer,31,Business travel,Business,2231,2,2,2,2,5,5,5,5,5,2,5,4,4,5,0,0,1
1648,Male,Loyal Customer,29,Business travel,Business,1784,5,5,5,5,4,4,4,4,5,3,2,5,1,4,5,0,1
1649,Female,disloyal Customer,36,Business travel,Eco Plus,3672,3,3,3,4,2,3,2,2,4,5,3,2,4,2,4,27,0
1650,Male,Loyal Customer,46,Business travel,Business,733,3,1,3,3,4,4,4,4,4,4,4,3,4,4,5,3,1
1651,Male,Loyal Customer,55,Business travel,Business,2932,3,5,5,5,3,3,4,1,1,1,3,3,1,3,1,0,0
1652,Female,Loyal Customer,38,Business travel,Business,2954,2,1,1,1,2,4,4,2,2,2,2,3,2,4,0,1,0
1653,Female,Loyal Customer,47,Business travel,Eco Plus,498,4,2,4,4,4,4,3,4,4,4,4,3,4,4,0,0,1
1654,Female,disloyal Customer,20,Business travel,Eco,1806,3,3,3,3,2,3,2,2,4,4,4,5,5,2,31,12,0
1655,Female,disloyal Customer,34,Business travel,Business,3434,2,3,3,4,4,3,4,4,5,4,3,4,5,4,0,0,0
1656,Female,Loyal Customer,58,Business travel,Business,3807,2,2,2,2,3,5,4,5,5,5,5,5,5,5,5,4,1
1657,Female,Loyal Customer,49,Personal Travel,Eco,3078,3,5,3,3,3,4,5,3,5,5,4,5,5,5,210,204,0
1658,Female,Loyal Customer,43,Business travel,Business,2704,2,1,2,2,3,4,3,5,5,5,5,3,5,1,0,5,1
1659,Female,disloyal Customer,22,Business travel,Business,2197,4,4,4,2,1,4,1,1,3,4,4,3,5,1,29,40,1
1660,Male,Loyal Customer,46,Business travel,Eco,1777,3,4,4,4,3,3,3,3,1,1,2,3,2,3,18,14,0
1661,Male,disloyal Customer,36,Business travel,Eco,2152,3,0,3,3,4,3,1,4,3,5,3,2,1,4,0,0,0
1662,Female,disloyal Customer,20,Business travel,Eco,1703,1,0,1,3,2,1,2,2,5,4,4,5,5,2,1,0,0
1663,Male,Loyal Customer,18,Personal Travel,Eco,1591,2,4,2,1,5,2,5,5,4,3,5,5,5,5,1,7,0
1664,Female,Loyal Customer,63,Personal Travel,Eco,1209,1,1,1,1,2,2,2,2,3,4,4,5,4,2,0,2,1
1665,Male,Loyal Customer,24,Personal Travel,Eco,3293,2,4,2,3,3,2,3,3,3,2,4,1,2,3,2,22,0
1666,Male,Loyal Customer,54,Business travel,Business,1532,5,5,5,5,4,5,5,3,3,4,3,5,3,5,0,0,1
1667,Female,Loyal Customer,11,Personal Travel,Eco,2076,4,4,4,4,3,4,5,4,4,4,4,3,4,4,8,1,1
1668,Female,Loyal Customer,66,Business travel,Business,306,3,3,3,3,1,2,5,4,4,4,4,5,4,4,0,0,1
1669,Male,Loyal Customer,50,Personal Travel,Eco,3152,3,4,3,3,4,3,4,4,4,5,4,2,4,4,0,1,0
1670,Male,Loyal Customer,10,Business travel,Eco,3248,4,4,4,4,4,4,2,4,2,4,3,3,3,4,0,0,0
1671,Female,Loyal Customer,28,Business travel,Business,2183,1,1,1,1,4,4,4,4,4,2,5,4,4,4,0,0,1
1672,Female,Loyal Customer,41,Business travel,Business,553,3,2,2,2,3,3,3,3,3,3,3,2,3,3,0,25,0
1673,Female,Loyal Customer,59,Personal Travel,Eco,448,5,4,5,5,2,4,5,4,4,4,4,3,4,5,1,0,1
1674,Female,Loyal Customer,56,Business travel,Business,495,2,2,2,2,4,5,5,5,5,5,5,4,5,3,0,0,1
1675,Female,Loyal Customer,21,Personal Travel,Eco Plus,2915,4,4,4,4,2,2,2,4,4,4,4,1,4,1,23,0,1
1676,Female,disloyal Customer,30,Business travel,Business,2728,2,2,2,1,4,2,4,4,3,2,4,3,5,4,2,4,0
1677,Female,disloyal Customer,20,Business travel,Eco,2864,1,0,0,3,2,0,2,2,4,1,3,3,3,2,0,0,0
1678,Female,Loyal Customer,29,Personal Travel,Eco,1952,1,1,1,1,3,5,5,4,4,4,4,4,4,4,109,97,1
1679,Female,disloyal Customer,16,Business travel,Eco Plus,1864,3,1,3,4,2,3,2,2,2,5,3,2,3,2,1,0,0
1680,Female,Loyal Customer,22,Personal Travel,Eco Plus,1422,2,2,2,2,3,5,4,5,5,5,5,5,5,5,0,0,1
1681,Female,Loyal Customer,58,Business travel,Business,3750,0,4,0,2,3,5,5,5,5,5,5,5,5,4,0,0,1
1682,Female,Loyal Customer,53,Business travel,Business,1673,2,2,2,2,2,3,5,4,4,4,4,4,4,3,0,0,1
1683,Male,Loyal Customer,40,Personal Travel,Eco,1795,3,5,3,3,2,3,2,2,1,3,2,2,5,2,127,129,0
1684,Male,Loyal Customer,48,Business travel,Business,1379,3,3,3,3,5,4,4,4,4,4,4,4,4,4,73,66,1
1685,Male,Loyal Customer,42,Personal Travel,Eco,2347,4,1,4,3,3,4,3,3,1,4,2,3,2,3,13,0,1
1686,Female,disloyal Customer,32,Business travel,Eco,983,2,4,2,4,5,2,2,5,4,2,4,4,4,5,10,14,0
1687,Female,Loyal Customer,23,Personal Travel,Eco,2464,3,3,3,3,2,5,4,4,4,4,4,5,4,3,0,0,1
1688,Female,disloyal Customer,37,Business travel,Eco,1085,4,2,4,3,5,4,2,5,2,5,3,1,3,5,0,3,0
1689,Female,disloyal Customer,21,Business travel,Eco,1210,5,0,4,2,5,4,5,5,5,4,5,4,5,5,0,0,1
1690,Male,disloyal Customer,23,Business travel,Eco,2086,3,5,3,5,3,3,1,3,5,2,4,3,1,3,0,0,0
1691,Female,disloyal Customer,22,Business travel,Business,1913,1,2,2,3,2,2,2,2,4,5,3,2,3,2,122,106,0
1692,Female,Loyal Customer,57,Personal Travel,Eco,912,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,0,1
1693,Female,Loyal Customer,33,Personal Travel,Eco Plus,2224,3,5,3,5,5,3,5,5,5,4,5,4,5,5,0,0,0
1694,Female,Loyal Customer,42,Personal Travel,Eco,360,4,5,4,3,5,5,2,5,5,4,5,2,5,1,0,0,0
1695,Female,disloyal Customer,27,Business travel,Business,1841,0,0,0,5,5,0,5,5,5,5,5,5,5,5,1,0,1
1696,Female,Loyal Customer,62,Personal Travel,Eco Plus,88,3,3,3,3,2,5,4,3,3,4,5,3,3,3,0,0,1
1697,Male,Loyal Customer,39,Business travel,Business,2085,0,3,0,4,5,4,5,3,3,3,3,3,3,5,14,18,1
1698,Female,Loyal Customer,37,Business travel,Eco,1362,1,2,2,2,1,1,1,1,3,3,4,2,3,1,15,15,0
1699,Female,disloyal Customer,47,Business travel,Eco,2562,1,1,1,3,1,1,1,1,1,3,5,5,5,1,6,24,0
1700,Female,Loyal Customer,57,Business travel,Business,3666,5,5,5,5,4,5,5,4,4,5,4,4,4,3,0,0,1
1701,Female,Loyal Customer,50,Business travel,Business,1008,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,0,1
1702,Female,Loyal Customer,24,Personal Travel,Eco,1539,5,5,5,2,5,5,1,5,4,4,5,4,4,5,0,0,1
1703,Male,disloyal Customer,36,Business travel,Business,1016,1,1,1,3,2,1,2,2,3,3,4,4,5,2,26,27,0
1704,Male,disloyal Customer,24,Business travel,Eco,1479,3,0,3,3,4,3,4,4,5,4,5,5,4,4,0,0,0
1705,Female,Loyal Customer,42,Business travel,Eco,834,3,2,3,2,1,3,2,3,3,3,3,1,3,2,123,99,0
1706,Female,Loyal Customer,42,Business travel,Business,1863,1,2,2,2,5,2,3,1,1,1,1,2,1,4,0,0,0
1707,Female,Loyal Customer,48,Business travel,Business,932,1,1,1,1,2,4,5,5,5,5,5,4,5,4,44,88,1
1708,Male,disloyal Customer,42,Business travel,Business,1594,3,3,3,4,4,3,4,4,5,4,4,3,4,4,13,0,0
1709,Male,Loyal Customer,57,Business travel,Business,2575,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1
1710,Female,disloyal Customer,26,Business travel,Eco,1343,4,4,4,3,2,4,2,2,1,2,4,2,3,2,17,15,0
1711,Male,Loyal Customer,42,Business travel,Eco,2268,1,5,5,5,1,1,1,1,4,4,3,3,3,1,0,4,0
1712,Male,Loyal Customer,59,Personal Travel,Eco Plus,2559,1,1,1,3,5,1,1,5,2,1,3,4,3,5,0,0,0
1713,Female,Loyal Customer,16,Personal Travel,Eco Plus,3194,2,2,4,2,4,5,5,5,5,5,5,3,5,4,0,0,1
1714,Female,disloyal Customer,25,Business travel,Eco Plus,2060,4,4,4,4,5,4,5,5,2,2,3,4,3,5,5,2,0
1715,Female,Loyal Customer,44,Personal Travel,Eco,306,4,5,4,1,5,5,5,2,2,4,2,5,2,4,0,0,0
1716,Female,Loyal Customer,46,Personal Travel,Eco,777,4,4,4,4,4,4,5,3,3,3,3,3,3,4,0,0,1
1717,Female,disloyal Customer,39,Business travel,Business,2411,1,1,1,3,3,1,3,3,3,3,3,4,3,3,0,0,0
1718,Female,Loyal Customer,46,Business travel,Eco,928,2,5,5,5,4,3,4,2,2,2,2,2,2,2,0,9,0
1719,Male,Loyal Customer,36,Business travel,Business,271,5,1,5,5,2,4,4,4,4,4,4,4,4,4,12,0,1
1720,Female,Loyal Customer,40,Business travel,Business,3100,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0,1
1721,Female,Loyal Customer,12,Personal Travel,Eco Plus,1539,5,5,5,5,5,4,4,5,5,5,5,4,5,4,0,0,1
1722,Female,disloyal Customer,25,Business travel,Business,4139,5,2,5,2,2,5,2,2,3,5,5,3,4,2,0,0,1
1723,Male,disloyal Customer,33,Business travel,Eco,1856,1,2,1,3,4,1,4,4,2,4,4,2,3,4,27,30,0
1724,Male,disloyal Customer,12,Personal Travel,Business,3950,3,4,3,3,5,3,5,5,1,1,3,3,4,5,87,84,0
1725,Male,Loyal Customer,35,Personal Travel,Eco,2552,1,5,1,3,2,1,2,2,3,3,5,5,4,2,0,0,0
1726,Male,Loyal Customer,62,Personal Travel,Eco,923,4,4,4,4,1,4,1,1,3,5,5,3,4,1,0,0,1
1727,Female,Loyal Customer,43,Personal Travel,Business,902,0,0,0,2,5,3,2,2,2,2,2,5,2,4,80,62,1
1728,Female,Loyal Customer,58,Business travel,Business,1738,4,4,5,4,5,4,4,5,5,5,5,4,5,3,7,5,1
1729,Female,Loyal Customer,36,Business travel,Business,394,4,1,4,4,5,4,4,4,4,4,4,4,4,3,43,43,1
1730,Female,Loyal Customer,55,Personal Travel,Eco,112,5,5,5,3,3,1,1,1,1,5,1,2,1,2,0,0,1
1731,Female,Loyal Customer,27,Personal Travel,Eco Plus,3937,4,1,4,3,2,4,4,2,1,5,3,3,4,2,14,10,0
1732,Male,Loyal Customer,66,Business travel,Business,3130,3,1,3,1,3,3,4,3,3,3,3,3,3,2,42,33,0
1733,Female,Loyal Customer,40,Business travel,Business,2342,4,4,4,4,5,4,4,4,4,4,4,3,4,5,8,68,1
1734,Female,Loyal Customer,45,Personal Travel,Eco,1494,5,2,5,4,2,3,4,3,3,5,3,2,3,2,64,42,1
1735,Male,disloyal Customer,23,Business travel,Eco,1658,3,3,3,5,1,3,1,1,5,2,4,5,5,1,4,0,0
1736,Male,Loyal Customer,56,Business travel,Business,1576,1,1,3,1,2,4,4,4,4,4,4,5,4,5,33,18,1
1737,Female,Loyal Customer,34,Business travel,Business,3607,5,5,5,5,2,4,4,4,4,4,4,4,4,4,1,0,1
1738,Male,Loyal Customer,32,Personal Travel,Eco,834,4,2,4,3,5,4,5,5,4,3,3,1,3,5,0,0,1
1739,Male,Loyal Customer,49,Personal Travel,Eco,2316,0,1,0,4,2,0,2,2,3,5,4,3,4,2,1,0,1
1740,Female,disloyal Customer,37,Business travel,Eco,1242,1,3,1,3,4,1,4,4,2,3,1,4,2,4,0,0,0
1741,Female,Loyal Customer,55,Business travel,Business,2014,1,1,1,1,4,5,4,2,2,2,2,4,2,4,0,0,1
1742,Female,Loyal Customer,37,Personal Travel,Eco Plus,1849,4,4,4,3,3,4,3,3,4,2,5,5,4,3,7,4,1
1743,Male,disloyal Customer,18,Business travel,Business,2117,5,3,4,3,2,4,2,2,5,4,5,5,4,2,0,0,1
1744,Male,Loyal Customer,35,Personal Travel,Eco,1939,5,5,5,3,2,5,2,2,4,3,3,5,4,2,0,0,1
1745,Female,Loyal Customer,57,Personal Travel,Eco Plus,1234,4,5,4,4,4,4,5,3,3,4,3,5,3,4,0,0,0
1746,Male,Loyal Customer,43,Business travel,Business,3431,3,5,5,5,3,3,3,1,3,3,4,3,3,3,242,278,0
1747,Male,Loyal Customer,36,Personal Travel,Eco,1353,3,4,0,2,4,0,4,4,5,3,4,3,5,4,86,62,0
1748,Female,Loyal Customer,9,Personal Travel,Eco,2451,4,2,4,4,4,3,3,2,2,4,2,3,2,1,24,15,1
